Content,Emotion_actual,Emotion_predicted
EpiCentre Wheelock Place tourists only,neutral,worry
don t ship out until October,neutral,neutral
Yep sadly I only have 10 min before a meet,sadness,worry
Woot lol It s gon na be hard to send this one back,worry,worry
maybe they take one look at you and say quot That s our girl quot,worry,neutral
yack resort to these 2 amp amp etc to stay within twitter limit not good,worry,worry
Morning Twitts Another GloOmy day in NYC,neutral,worry
headache from be out in the sun,empty,worry
gosh i hate it my school will start in monday too and my class will start 6 00 and end at 12 00 i ll never have a chance,hate,worry
Ojee That suck,hate,sadness
up and felt a sharp pain in the back of my leg No school for me today,worry,worry
I could attend E3 this year But these small events like the NBA and Stanley Cup Finals keep get in the way Work work work,worry,worry
xbox break hope you enjoy play 1 vs 100 I be look forward to that,sadness,sadness
be out at the French Open,neutral,worry
hippyofdoom I didn t even get a chance to shop Aldi,sadness,worry
U so dirrty Why oh why do I pick the Hawks I figure I need a longshot and they be a better bet than CAR,hate,worry
that and be so careless with her vocals,worry,worry
there be like no1 there n tha DJ comp be hella wack no gud DJs but get in free so its all gud,happiness,worry
im really frustrate,sadness,worry
my thoughts exactly re leave my 3 dog They al hate when they see the luggage come out,hate,sadness
seriously hang over,neutral,worry
really fancy Baked Eggs but I have no Spinach,neutral,worry
finish work nd now wait in the freeze cold drink a mango magic haha FAIL T T mama wheree be yu I m cold,relief,neutral
Actually by the time i get there the train would have arrive,neutral,neutral
should go get a life Sam just texted me Phuture tonight,sadness,sadness
yeah but they have to come barcelona because not all the fan can be in that concert COME BARCELONA JESSI TE QUIERO,neutral,sadness
OOC sorry we keep miss each other,sadness,sadness
a day dayofservice complete and now ache all over Clearing tree around a beautiful lake Splitting headache now tho,surprise,sadness
and if i live in usa i would gotto 2 go to 106 park ma aunty live in NYC the bronx GRR,neutral,neutral
so now I want to scream Idk why this one doc have do this to me 3 days this week RR,hate,worry
today Can t find my key so I have to borrow Miranda s,neutral,worry
ready for work and the sun be shin plus it s the w e Bgt tonight what be I gon na do after it s finish,enthusiasm,neutral
call Toyota Car win t be ready til 5,worry,neutral
I knooww amp my hot water bottle iss in whangamata without me ahh,worry,worry
be do the FF wrong,worry,worry
ouch I hate it when that happen,sadness,sadness
a nice concert yesterday Nice location nice people it be great But I have a bad cold since yesterday night Being sick suck,worry,happiness
Wish I be wembley,neutral,sadness
just one of those days where loneliness creep up on you slap you in the face,sadness,neutral
thats because im get a new phone since my other phone dont work at all,surprise,sadness
seem like it should be a good day Even though my fuel pump be go out on my car xoxo,worry,sadness
why arent episodes 1 14 of Lost season 5 on abc Good thing Im go to Vegas in the be to keep me distract from this tragedy,sadness,worry
morning off to the gym I go,happiness,neutral
new headphones but no mp3 player yet,sadness,worry
lol not gross at all they re gross,worry,neutral
not academically of course quot I miss him already,relief,sadness
in bed up faar too early,neutral,sadness
morning to cycle to work but meet with a 29 degree office,neutral,sadness
pringles at nearly 1 AM really remind me of tour with the Jonas Brothers don t ask I miss that so much,neutral,worry
always a little sad to see followers I really like decide to unfollow me,worry,sadness
up to the sound of my neighbor get a new roof,surprise,worry
be up late this week watch Jay Leno Tonight be his last show But now he ll move up to 10pm not sure if the material will bsame,neutral,worry
ryankanno ack no can see either and weird these tweet be in my mention but not my timeline oh wait new Twitter,worry,sadness
now so lazy and very worry,worry,worry
need another 6 hours of sleep,neutral,worry
Ow catch a cramp maybe I should take a nap,neutral,neutral
I dunno I think I be funny,neutral,neutral
I m engulf in shoo Who tell me to buy so maany damn shoe,sadness,sadness
really need to lose weight Anybody wan na be my exercise buddy,worry,sadness
wait wait very difficult for an impatient lass like me,worry,worry
i m too awake now ill have a nap this afternoon,neutral,worry
hey I can t make it to Makers tonight,sadness,worry
in huge traffic jam,hate,worry
be it seven yet,neutral,worry
I m suffer from the Internet that work bad only sit host on russian servers be available for me,sadness,worry
headache,sadness,worry
get ta go my mom command me to sleep already,sadness,worry
MAN I be go to connect my old school Nintendo to play mario game And be not in the bag I get ta search for it,surprise,worry
aww ok well just let me know what she say hah lt 3,relief,worry
heey You abandon me here on Twitter momma dot,neutral,worry
never smh I don t own flats lol,neutral,neutral
dont wan na do this anymore but the couch be jus sittin in the middle of the floor do i really HAVE to finish,hate,worry
rain on Staunton again We need the rain but that just mean Ive get nothing sit outside for people to see,worry,sadness
need to get in a good hard workout today after work I feel like I ve be slack No good,sadness,worry
feel too great today,sadness,worry
The Northern Clemency But I don t recommend it Too much description and not enough action Too slow,worry,worry
Yes apnea but it s not the prob I m on meds that might be cause this they help otherwise so much don t want to stop,worry,worry
incredibly worry about Stanley,worry,worry
and i cant get to mine keep get an error,sadness,worry
heart have be beat irregularly ever since last night I don t want to explode or implode,worry,sadness
cant be bother go to work tonigh its too nice to be stick inside,surprise,happiness
aligoldsworthy you would think so Ali I find Evan s web but no twitter,neutral,worry
Kev fuck off I m stick in Westgate work,hate,worry
In Peace ADaM 12 amp GLeNN EPPS Gone but never forget what a week Loud in da air 4 ya,sadness,worry
to the dmv to pay them my hard earn money,sadness,worry
REALLY miss my photofiltre and photoscape GIMP be too damn confuse,sadness,sadness
i for one welcome our new cyber criminal overlords,fun,neutral
Jake,worry,neutral
Rector with tons of tutor look like the way to go since all the good Trix draw engines and mana accel be go,neutral,worry
Yeah they be So stop make fun of me I get ta get new ones,enthusiasm,neutral
Williams be have a horrible day at the office,worry,sadness
super hungry Waiting for my biotch to fee me,fun,worry
and lonely at work,sadness,sadness
If it be any consolation I get my BMI test hahaha it say I be obesed well so much for be unhappy for about 10 minutes,relief,worry
Aww that wasn t very nice,sadness,worry
I think I like Wes Carr Thats wrong Nothing good have come out of Australian Idol but his You song be catchy as fuck,worry,worry
Psych have to be better than neuro Or at least in a better part of town I miss you,worry,worry
work leave for Berlin at 17 00 by car will be a late arrival,enthusiasm,worry
for my cousin and her son,worry,worry
The think of split the estate be depress of course KIDDING I don t like the think of my parent die,sadness,worry
belly ache lulz I m sorry though ginger ale,neutral,sadness
Still try to settle down,enthusiasm,worry
can t I buy the Nokia N97 Amazon say quot can not ship to this address quot,surprise,worry
boil Got factor 50 on Must not turn orange must not look like oompa lumpa My leave shoulder be burn from yesterday,worry,worry
look forward to this long trip in the morning I m sick,worry,worry
I cancel a run in favour of stay in Wish I monies for pubulation tho,sadness,worry
to all Graduates Such a Beautiful thing amp Big Deal I wish i cudve attend my lil man Ryan Kdg Graduation Feel verY Sad,worry,sadness
i m sorry to hear that,worry,worry
Leno for the second to last time on the Tonight Show,enthusiasm,worry
I dont like girls,neutral,worry
weather be good mm what to do today shame work tomorrow,neutral,sadness
Oh Hrmm in that case I have no idea And I only just realise you re talk about THAT bike Solly,surprise,worry
How be the game Unfortunately teh Cavs lose I m sure you have fun though,neutral,neutral
milk,sadness,neutral
crystal_haze aww I m sorry that Ray Wise have appear on the show yet I watch everyday except for Friday its a best of AOTS,worry,worry
